,Content ID,User ID,Type,Category,reaction,date,sentiment,score,Type,Sentiment,Score,,Column1,Column2
,,,,,hate,19-11-2026,negative,5,,,,,,
,,,,,cherish,20-11-2026,positive,70,,,,,,
,,,,,peeking,21-11-2026,neutral,35,,,,,,
,,,,,adore,22-11-2026,positive,72,,,,,,
,,,,,peeking,23-11-2026,neutral,35,,,,,,
,,,,,worried,24-11-2026,negative,12,,,,,,
,,,,,cherish,25-11-2026,positive,70,,,,,,
,,,,,love,26-11-2026,positive,65,,,,,,
,,,,,indifferent,27-11-2026,neutral,20,,,,,,
,,,,,super love,28-11-2026,positive,75,,,,,,
,,,,,indifferent,29-11-2026,neutral,20,,,,,,
,,,,,scared,30-11-2026,negative,15,,,,,,
,,,,,interested,01-12-2026,positive,30,,,,,,
,,,,,like,02-12-2026,positive,50,,,,,,
,,,,,disgust,03-12-2026,negative,0,,,,,,
,,,,,dislike,04-12-2026,negative,10,,,,,,
,,,,,adore,05-12-2026,positive,72,,,,,,
,,,,,adore,06-12-2026,positive,72,,,,,,
,,,,,indifferent,07-12-2026,neutral,20,,,,,,
,,,,,cherish,08-12-2026,positive,70,,,,,,
,,,,,love,09-12-2026,positive,65,,,,,,
,,,,,intrigued,10-12-2026,positive,45,,,,,,
,,,,,like,11-12-2026,positive,50,,,,,,
,,,,,dislike,12-12-2026,negative,10,,,,,,
,,,,,scared,13-12-2026,negative,15,,,,,,
,,,,,heart,14-12-2026,positive,60,,,,,,
,,,,,adore,15-12-2026,positive,72,,,,,,
,,,,,scared,16-12-2026,negative,15,,,,,,
,,,,,scared,17-12-2026,negative,15,,,,,,
,,,,,peeking,18-12-2026,neutral,35,,,,,,
,,,,,hate,19-12-2026,negative,5,,,,,,
,,,,,cherish,20-12-2026,positive,70,,,,,,
,,,,,like,21-12-2026,positive,50,,,,,,
,,,,,love,22-12-2026,positive,65,,,,,,
,,,,,intrigued,23-12-2026,positive,45,,,,,,
,,,,,indifferent,24-12-2026,neutral,20,,,,,,
,,,,,interested,25-12-2026,positive,30,,,,,,
,,,,,love,26-12-2026,positive,65,,,,,,
,,,,,hate,27-12-2026,negative,5,,,,,,
,,,,,dislike,28-12-2026,negative,10,,,,,,
,,,,,worried,29-12-2026,negative,12,,,,,,
,,,,,super love,30-12-2026,positive,75,,,,,,
,,,,,interested,31-12-2026,positive,30,,,,,,
,,,,,disgust,01-01-2027,negative,0,,,,,,
,,,,,worried,02-01-2027,negative,12,,,,,,
,,,,,adore,03-01-2027,positive,72,,,,,,
,,,,,super love,04-01-2027,positive,75,,,,,,
,,,,,love,05-01-2027,positive,65,,,,,,
,,,,,dislike,06-01-2027,negative,10,,,,,,
,,,,,interested,07-01-2027,positive,30,,,,,,
,,,,,cherish,08-01-2027,positive,70,,,,,,
,,,,,intrigued,09-01-2027,positive,45,,,,,,
,,,,,like,10-01-2027,positive,50,,,,,,
,,,,,heart,11-01-2027,positive,60,,,,,,
,,,,,scared,12-01-2027,negative,15,,,,,,
,,,,,hate,13-01-2027,negative,5,,,,,,
,,,,,cherish,14-01-2027,positive,70,,,,,,
,,,,,want,15-01-2027,positive,70,,,,,,
,,,,,disgust,16-01-2027,negative,0,,,,,,
,,,,,cherish,17-01-2027,positive,70,,,,,,
,,,,,worried,18-01-2027,negative,12,,,,,,
,,,,,intrigued,19-01-2027,positive,45,,,,,,
,,,,,want,20-01-2027,positive,70,,,,,,
,,,,,peeking,21-01-2027,neutral,35,,,,,,
,,,,,super love,22-01-2027,positive,75,,,,,,
,,,,,interested,23-01-2027,positive,30,,,,,,
,,,,,intrigued,24-01-2027,positive,45,,,,,,
,,,,,indifferent,25-01-2027,neutral,20,,,,,,
,,,,,cherish,26-01-2027,positive,70,,,,,,
,,,,,adore,27-01-2027,positive,72,,,,,,
,,,,,worried,28-01-2027,negative,12,,,,,,
,,,,,heart,29-01-2027,positive,60,,,,,,
,,,,,worried,30-01-2027,negative,12,,,,,,
,,,,,like,31-01-2027,positive,50,,,,,,
,,,,,intrigued,01-02-2027,positive,45,,,,,,
,,,,,hate,02-02-2027,negative,5,,,,,,
,,,,,heart,03-02-2027,positive,60,,,,,,
,,,,,adore,04-02-2027,positive,72,,,,,,
,,,,,interested,05-02-2027,positive,30,,,,,,
,,,,,intrigued,06-02-2027,positive,45,,,,,,
,,,,,scared,07-02-2027,negative,15,,,,,,
,,,,,hate,08-02-2027,negative,5,,,,,,
,,,,,intrigued,09-02-2027,positive,45,,,,,,
,,,,,interested,10-02-2027,positive,30,,,,,,
,,,,,peeking,11-02-2027,neutral,35,,,,,,
,,,,,worried,12-02-2027,negative,12,,,,,,
,,,,,love,13-02-2027,positive,65,,,,,,
,,,,,intrigued,14-02-2027,positive,45,,,,,,
,,,,,love,15-02-2027,positive,65,,,,,,
,,,,,want,16-02-2027,positive,70,,,,,,
,,,,,interested,17-02-2027,positive,30,,,,,,
,,,,,hate,18-02-2027,negative,5,,,,,,
,,,,,intrigued,19-02-2027,positive,45,,,,,,
,,,,,like,20-02-2027,positive,50,,,,,,
,,,,,hate,21-02-2027,negative,5,,,,,,
,,,,,dislike,22-02-2027,negative,10,,,,,,
,,,,,dislike,23-02-2027,negative,10,,,,,,
,,,,,dislike,24-02-2027,negative,10,,,,,,
,,,,,adore,25-02-2027,positive,72,,,,,,
,,,,,cherish,26-02-2027,positive,70,,,,,,
,,,,,peeking,27-02-2027,neutral,35,,,,,,
,,,,,love,28-02-2027,positive,65,,,,,,
,,,,,indifferent,01-03-2027,neutral,20,,,,,,
,,,,,adore,02-03-2027,positive,72,,,,,,
,,,,,peeking,03-03-2027,neutral,35,,,,,,
,,,,,heart,04-03-2027,positive,60,,,,,,
,,,,,want,05-03-2027,positive,70,,,,,,
,,,,,interested,06-03-2027,positive,30,,,,,,
,,,,,scared,07-03-2027,negative,15,,,,,,
,,,,,peeking,08-03-2027,neutral,35,,,,,,
,,,,,indifferent,09-03-2027,neutral,20,,,,,,
,,,,,dislike,10-03-2027,negative,10,,,,,,
,,,,,indifferent,11-03-2027,neutral,20,,,,,,
,,,,,interested,12-03-2027,positive,30,,,,,,
,,,,,dislike,13-03-2027,negative,10,,,,,,
,,,,,heart,14-03-2027,positive,60,,,,,,
,,,,,super love,15-03-2027,positive,75,,,,,,
,,,,,heart,16-03-2027,positive,60,,,,,,
,,,,,love,17-03-2027,positive,65,,,,,,
,,,,,want,18-03-2027,positive,70,,,,,,
,,,,,intrigued,19-03-2027,positive,45,,,,,,
,,,,,love,20-03-2027,positive,65,,,,,,
,,,,,scared,21-03-2027,negative,15,,,,,,
,,,,,dislike,22-03-2027,negative,10,,,,,,
,,,,,worried,23-03-2027,negative,12,,,,,,
,,,,,intrigued,24-03-2027,positive,45,,,,,,
,,,,,want,25-03-2027,positive,70,,,,,,
,,,,,peeking,26-03-2027,neutral,35,,,,,,
,,,,,interested,27-03-2027,positive,30,,,,,,
,,,,,like,28-03-2027,positive,50,,,,,,
,,,,,interested,29-03-2027,positive,30,,,,,,
,,,,,heart,30-03-2027,positive,60,,,,,,
,,,,,cherish,31-03-2027,positive,70,,,,,,
,,,,,peeking,01-04-2027,neutral,35,,,,,,
,,,,,love,02-04-2027,positive,65,,,,,,
,,,,,disgust,03-04-2027,negative,0,,,,,,
,,,,,indifferent,04-04-2027,neutral,20,,,,,,
,,,,,hate,05-04-2027,negative,5,,,,,,
,,,,,worried,06-04-2027,negative,12,,,,,,
,,,,,like,07-04-2027,positive,50,,,,,,
,,,,,super love,08-04-2027,positive,75,,,,,,
,,,,,super love,09-04-2027,positive,75,,,,,,
,,,,,scared,10-04-2027,negative,15,,,,,,
,,,,,heart,11-04-2027,positive,60,,,,,,
,,,,,heart,12-04-2027,positive,60,,,,,,
,,,,,like,13-04-2027,positive,50,,,,,,
,,,,,hate,14-04-2027,negative,5,,,,,,
,,,,,interested,15-04-2027,positive,30,,,,,,
,,,,,intrigued,16-04-2027,positive,45,,,,,,
,,,,,want,17-04-2027,positive,70,,,,,,
,,,,,like,18-04-2027,positive,50,,,,,,
,,,,,disgust,19-04-2027,negative,0,,,,,,
,,,,,indifferent,20-04-2027,neutral,20,,,,,,
,,,,,worried,21-04-2027,negative,12,,,,,,
,,,,,like,22-04-2027,positive,50,,,,,,
,,,,,interested,23-04-2027,positive,30,,,,,,
,,,,,disgust,24-04-2027,negative,0,,,,,,
,,,,,interested,25-04-2027,positive,30,,,,,,
,,,,,want,26-04-2027,positive,70,,,,,,
,,,,,love,27-04-2027,positive,65,,,,,,
,,,,,dislike,28-04-2027,negative,10,,,,,,
,,,,,worried,29-04-2027,negative,12,,,,,,
,,,,,cherish,30-04-2027,positive,70,,,,,,
,,,,,hate,01-05-2027,negative,5,,,,,,
,,,,,worried,02-05-2027,negative,12,,,,,,
,,,,,want,03-05-2027,positive,70,,,,,,
,,,,,interested,04-05-2027,positive,30,,,,,,
,,,,,worried,05-05-2027,negative,12,,,,,,
,,,,,cherish,06-05-2027,positive,70,,,,,,
,,,,,intrigued,07-05-2027,positive,45,,,,,,
,,,,,super love,08-05-2027,positive,75,,,,,,
,,,,,adore,09-05-2027,positive,72,,,,,,
,,,,,super love,10-05-2027,positive,75,,,,,,
,,,,,love,11-05-2027,positive,65,,,,,,
,,,,,intrigued,12-05-2027,positive,45,,,,,,
,,,,,intrigued,13-05-2027,positive,45,,,,,,
,,,,,scared,14-05-2027,negative,15,,,,,,
,,,,,disgust,15-05-2027,negative,0,,,,,,
,,,,,adore,16-05-2027,positive,72,,,,,,
,,,,,want,17-05-2027,positive,70,,,,,,
,,,,,like,18-05-2027,positive,50,,,,,,
,,,,,scared,19-05-2027,negative,15,,,,,,
,,,,,like,20-05-2027,positive,50,,,,,,
,,,,,hate,21-05-2027,negative,5,,,,,,
,,,,,worried,22-05-2027,negative,12,,,,,,
,,,,,disgust,23-05-2027,negative,0,,,,,,
,,,,,love,24-05-2027,positive,65,,,,,,
,,,,,indifferent,25-05-2027,neutral,20,,,,,,
,,,,,disgust,26-05-2027,negative,0,,,,,,
,,,,,scared,27-05-2027,negative,15,,,,,,
,,,,,cherish,28-05-2027,positive,70,,,,,,
,,,,,super love,29-05-2027,positive,75,,,,,,
,,,,,hate,30-05-2027,negative,5,,,,,,
,,,,,hate,31-05-2027,negative,5,,,,,,
,,,,,intrigued,01-06-2027,positive,45,,,,,,
,,,,,dislike,02-06-2027,negative,10,,,,,,
,,,,,cherish,03-06-2027,positive,70,,,,,,
,,,,,cherish,04-06-2027,positive,70,,,,,,
,,,,,peeking,05-06-2027,neutral,35,,,,,,
,,,,,dislike,06-06-2027,negative,10,,,,,,
,,,,,love,07-06-2027,positive,65,,,,,,
,,,,,interested,08-06-2027,positive,30,,,,,,
,,,,,worried,09-06-2027,negative,12,,,,,,
,,,,,intrigued,10-06-2027,positive,45,,,,,,
,,,,,worried,11-06-2027,negative,12,,,,,,
,,,,,dislike,12-06-2027,negative,10,,,,,,
,,,,,hate,13-06-2027,negative,5,,,,,,
,,,,,indifferent,14-06-2027,neutral,20,,,,,,
,,,,,heart,15-06-2027,positive,60,,,,,,
,,,,,super love,16-06-2027,positive,75,,,,,,
,,,,,disgust,17-06-2027,negative,0,,,,,,
,,,,,worried,18-06-2027,negative,12,,,,,,
,,,,,interested,19-06-2027,positive,30,,,,,,
,,,,,want,20-06-2027,positive,70,,,,,,
,,,,,want,21-06-2027,positive,70,,,,,,
,,,,,heart,22-06-2027,positive,60,,,,,,
,,,,,want,23-06-2027,positive,70,,,,,,
,,,,,indifferent,24-06-2027,neutral,20,,,,,,
,,,,,indifferent,25-06-2027,neutral,20,,,,,,
,,,,,want,26-06-2027,positive,70,,,,,,
,,,,,indifferent,27-06-2027,neutral,20,,,,,,
,,,,,disgust,28-06-2027,negative,0,,,,,,
,,,,,disgust,29-06-2027,negative,0,,,,,,
,,,,,want,30-06-2027,positive,70,,,,,,
,,,,,intrigued,01-07-2027,positive,45,,,,,,
,,,,,want,02-07-2027,positive,70,,,,,,
,,,,,scared,03-07-2027,negative,15,,,,,,
,,,,,want,04-07-2027,positive,70,,,,,,
,,,,,worried,05-07-2027,negative,12,,,,,,
,,,,,hate,06-07-2027,negative,5,,,,,,
,,,,,love,07-07-2027,positive,65,,,,,,
,,,,,peeking,08-07-2027,neutral,35,,,,,,
,,,,,want,09-07-2027,positive,70,,,,,,
,,,,,heart,10-07-2027,positive,60,,,,,,
,,,,,intrigued,11-07-2027,positive,45,,,,,,
,,,,,adore,12-07-2027,positive,72,,,,,,
,,,,,hate,13-07-2027,negative,5,,,,,,
,,,,,love,14-07-2027,positive,65,,,,,,
,,,,,peeking,15-07-2027,neutral,35,,,,,,
,,,,,worried,16-07-2027,negative,12,,,,,,
,,,,,scared,17-07-2027,negative,15,,,,,,
,,,,,cherish,18-07-2027,positive,70,,,,,,
,,,,,interested,19-07-2027,positive,30,,,,,,
,,,,,love,20-07-2027,positive,65,,,,,,
,,,,,dislike,21-07-2027,negative,10,,,,,,
,,,,,dislike,22-07-2027,negative,10,,,,,,
,,,,,hate,23-07-2027,negative,5,,,,,,
,,,,,heart,24-07-2027,positive,60,,,,,,
,,,,,want,25-07-2027,positive,70,,,,,,
,,,,,hate,26-07-2027,negative,5,,,,,,
,,,,,peeking,27-07-2027,neutral,35,,,,,,
,,,,,disgust,28-07-2027,negative,0,,,,,,
,,,,,intrigued,29-07-2027,positive,45,,,,,,
,,,,,hate,30-07-2027,negative,5,,,,,,
,,,,,indifferent,31-07-2027,neutral,20,,,,,,
,,,,,adore,01-08-2027,positive,72,,,,,,
,,,,,interested,02-08-2027,positive,30,,,,,,
,,,,,intrigued,03-08-2027,positive,45,,,,,,
,,,,,scared,04-08-2027,negative,15,,,,,,
,,,,,indifferent,05-08-2027,neutral,20,,,,,,
,,,,,hate,06-08-2027,negative,5,,,,,,
,,,,,like,07-08-2027,positive,50,,,,,,
,,,,,worried,08-08-2027,negative,12,,,,,,
,,,,,like,09-08-2027,positive,50,,,,,,
,,,,,love,10-08-2027,positive,65,,,,,,
,,,,,super love,11-08-2027,positive,75,,,,,,
,,,,,heart,12-08-2027,positive,60,,,,,,
,,,,,disgust,13-08-2027,negative,0,,,,,,
,,,,,adore,14-08-2027,positive,72,,,,,,
,,,,,heart,15-08-2027,positive,60,,,,,,
,,,,,adore,16-08-2027,positive,72,,,,,,
,,,,,indifferent,17-08-2027,neutral,20,,,,,,
,,,,,heart,18-08-2027,positive,60,,,,,,
,,,,,indifferent,19-08-2027,neutral,20,,,,,,
,,,,,super love,20-08-2027,positive,75,,,,,,
,,,,,love,21-08-2027,positive,65,,,,,,
,,,,,cherish,22-08-2027,positive,70,,,,,,
,,,,,dislike,23-08-2027,negative,10,,,,,,
,,,,,indifferent,24-08-2027,neutral,20,,,,,,
,,,,,peeking,25-08-2027,neutral,35,,,,,,
,,,,,want,26-08-2027,positive,70,,,,,,
,,,,,heart,27-08-2027,positive,60,,,,,,
,,,,,worried,28-08-2027,negative,12,,,,,,
,,,,,scared,29-08-2027,negative,15,,,,,,
,,,,,worried,30-08-2027,negative,12,,,,,,
,,,,,cherish,31-08-2027,positive,70,,,,,,
,,,,,intrigued,01-09-2027,positive,45,,,,,,
,,,,,hate,02-09-2027,negative,5,,,,,,
,,,,,adore,03-09-2027,positive,72,,,,,,
,,,,,peeking,04-09-2027,neutral,35,,,,,,
,,,,,want,05-09-2027,positive,70,,,,,,
,,,,,peeking,06-09-2027,neutral,35,,,,,,
,,,,,hate,07-09-2027,negative,5,,,,,,
,,,,,love,08-09-2027,positive,65,,,,,,
,,,,,interested,09-09-2027,positive,30,,,,,,
,,,,,intrigued,10-09-2027,positive,45,,,,,,
,,,,,scared,11-09-2027,negative,15,,,,,,
,,,,,indifferent,12-09-2027,neutral,20,,,,,,
,,,,,indifferent,13-09-2027,neutral,20,,,,,,
,,,,,like,14-09-2027,positive,50,,,,,,
,,,,,dislike,15-09-2027,negative,10,,,,,,
,,,,,super love,16-09-2027,positive,75,,,,,,
,,,,,scared,17-09-2027,negative,15,,,,,,
,,,,,disgust,18-09-2027,negative,0,,,,,,
,,,,,interested,19-09-2027,positive,30,,,,,,
,,,,,adore,20-09-2027,positive,72,,,,,,
,,,,,love,21-09-2027,positive,65,,,,,,
,,,,,super love,22-09-2027,positive,75,,,,,,
,,,,,heart,23-09-2027,positive,60,,,,,,
,,,,,super love,24-09-2027,positive,75,,,,,,
,,,,,dislike,25-09-2027,negative,10,,,,,,
,,,,,adore,26-09-2027,positive,72,,,,,,
,,,,,adore,27-09-2027,positive,72,,,,,,
,,,,,disgust,28-09-2027,negative,0,,,,,,
,,,,,indifferent,29-09-2027,neutral,20,,,,,,
,,,,,adore,30-09-2027,positive,72,,,,,,
,,,,,peeking,01-10-2027,neutral,35,,,,,,
,,,,,peeking,02-10-2027,neutral,35,,,,,,
,,,,,indifferent,03-10-2027,neutral,20,,,,,,
,,,,,scared,04-10-2027,negative,15,,,,,,
,,,,,want,05-10-2027,positive,70,,,,,,
,,,,,scared,06-10-2027,negative,15,,,,,,
,,,,,hate,07-10-2027,negative,5,,,,,,
,,,,,scared,08-10-2027,negative,15,,,,,,
,,,,,indifferent,09-10-2027,neutral,20,,,,,,
,,,,,scared,10-10-2027,negative,15,,,,,,
,,,,,peeking,11-10-2027,neutral,35,,,,,,
,,,,,hate,12-10-2027,negative,5,,,,,,
,,,,,like,13-10-2027,positive,50,,,,,,
,,,,,cherish,14-10-2027,positive,70,,,,,,
,,,,,super love,15-10-2027,positive,75,,,,,,
,,,,,peeking,16-10-2027,neutral,35,,,,,,
,,,,,scared,17-10-2027,negative,15,,,,,,
,,,,,heart,18-10-2027,positive,60,,,,,,
,,,,,peeking,19-10-2027,neutral,35,,,,,,
,,,,,hate,20-10-2027,negative,5,,,,,,
,,,,,cherish,21-10-2027,positive,70,,,,,,
,,,,,dislike,22-10-2027,negative,10,,,,,,
,,,,,intrigued,23-10-2027,positive,45,,,,,,
,,,,,intrigued,24-10-2027,positive,45,,,,,,
,,,,,peeking,25-10-2027,neutral,35,,,,,,
,,,,,heart,26-10-2027,positive,60,,,,,,
,,,,,scared,27-10-2027,negative,15,,,,,,
,,,,,love,28-10-2027,positive,65,,,,,,
,,,,,want,29-10-2027,positive,70,,,,,,
,,,,,peeking,30-10-2027,neutral,35,,,,,,
,,,,,like,31-10-2027,positive,50,,,,,,
,,,,,disgust,01-11-2027,negative,0,,,,,,
,,,,,intrigued,02-11-2027,positive,45,,,,,,
,,,,,heart,03-11-2027,positive,60,,,,,,
,,,,,scared,04-11-2027,negative,15,,,,,,
,,,,,disgust,05-11-2027,negative,0,,,,,,
,,,,,super love,06-11-2027,positive,75,,,,,,
,,,,,worried,07-11-2027,negative,12,,,,,,
,,,,,love,08-11-2027,positive,65,,,,,,
,,,,,scared,09-11-2027,negative,15,,,,,,
,,,,,peeking,10-11-2027,neutral,35,,,,,,
,,,,,super love,11-11-2027,positive,75,,,,,,
,,,,,intrigued,12-11-2027,positive,45,,,,,,
,,,,,love,13-11-2027,positive,65,,,,,,
,,,,,super love,14-11-2027,positive,75,,,,,,
,,,,,peeking,15-11-2027,neutral,35,,,,,,
,,,,,cherish,16-11-2027,positive,70,,,,,,
,,,,,heart,17-11-2027,positive,60,,,,,,
,,,,,disgust,18-11-2027,negative,0,,,,,,
,,,,,indifferent,19-11-2027,neutral,20,,,,,,
,,,,,love,20-11-2027,positive,65,,,,,,
,,,,,worried,21-11-2027,negative,12,,,,,,
,,,,,peeking,22-11-2027,neutral,35,,,,,,
,,,,,scared,23-11-2027,negative,15,,,,,,
,,,,,intrigued,24-11-2027,positive,45,,,,,,
,,,,,worried,25-11-2027,negative,12,,,,,,
,,,,,peeking,26-11-2027,neutral,35,,,,,,
,,,,,indifferent,27-11-2027,neutral,20,,,,,,
,,,,,adore,28-11-2027,positive,72,,,,,,
,,,,,peeking,29-11-2027,neutral,35,,,,,,
,,,,,love,30-11-2027,positive,65,,,,,,
,,,,,like,01-12-2027,positive,50,,,,,,
,,,,,hate,02-12-2027,negative,5,,,,,,
,,,,,scared,03-12-2027,negative,15,,,,,,
,,,,,intrigued,04-12-2027,positive,45,,,,,,
,,,,,hate,05-12-2027,negative,5,,,,,,
,,,,,cherish,06-12-2027,positive,70,,,,,,
,,,,,adore,07-12-2027,positive,72,,,,,,
,,,,,dislike,08-12-2027,negative,10,,,,,,
,,,,,indifferent,09-12-2027,neutral,20,,,,,,
,,,,,super love,10-12-2027,positive,75,,,,,,
,,,,,hate,11-12-2027,negative,5,,,,,,
,,,,,adore,12-12-2027,positive,72,,,,,,
,,,,,love,13-12-2027,positive,65,,,,,,
,,,,,love,14-12-2027,positive,65,,,,,,
,,,,,super love,15-12-2027,positive,75,,,,,,
,,,,,heart,16-12-2027,positive,60,,,,,,
,,,,,heart,17-12-2027,positive,60,,,,,,
,,,,,interested,18-12-2027,positive,30,,,,,,
,,,,,love,19-12-2027,positive,65,,,,,,
,,,,,heart,20-12-2027,positive,60,,,,,,
,,,,,like,21-12-2027,positive,50,,,,,,
,,,,,interested,22-12-2027,positive,30,,,,,,
,,,,,adore,23-12-2027,positive,72,,,,,,
,,,,,intrigued,24-12-2027,positive,45,,,,,,
,,,,,peeking,25-12-2027,neutral,35,,,,,,
,,,,,disgust,26-12-2027,negative,0,,,,,,
,,,,,heart,27-12-2027,positive,60,,,,,,
,,,,,disgust,28-12-2027,negative,0,,,,,,
,,,,,intrigued,29-12-2027,positive,45,,,,,,
,,,,,want,30-12-2027,positive,70,,,,,,
,,,,,super love,31-12-2027,positive,75,,,,,,
,,,,,want,01-01-2028,positive,70,,,,,,
,,,,,love,02-01-2028,positive,65,,,,,,
,,,,,love,03-01-2028,positive,65,,,,,,
,,,,,heart,04-01-2028,positive,60,,,,,,
,,,,,love,05-01-2028,positive,65,,,,,,
,,,,,scared,06-01-2028,negative,15,,,,,,
,,,,,indifferent,07-01-2028,neutral,20,,,,,,
,,,,,adore,08-01-2028,positive,72,,,,,,
,,,,,intrigued,09-01-2028,positive,45,,,,,,
,,,,,indifferent,10-01-2028,neutral,20,,,,,,
,,,,,super love,11-01-2028,positive,75,,,,,,
,,,,,adore,12-01-2028,positive,72,,,,,,
,,,,,dislike,13-01-2028,negative,10,,,,,,
,,,,,love,14-01-2028,positive,65,,,,,,
,,,,,want,15-01-2028,positive,70,,,,,,
,,,,,super love,16-01-2028,positive,75,,,,,,
,,,,,cherish,17-01-2028,positive,70,,,,,,
,,,,,interested,18-01-2028,positive,30,,,,,,
,,,,,disgust,19-01-2028,negative,0,,,,,,
,,,,,peeking,20-01-2028,neutral,35,,,,,,
,,,,,dislike,21-01-2028,negative,10,,,,,,
,,,,,scared,22-01-2028,negative,15,,,,,,
,,,,,disgust,23-01-2028,negative,0,,,,,,
,,,,,intrigued,24-01-2028,positive,45,,,,,,
,,,,,disgust,25-01-2028,negative,0,,,,,,
,,,,,interested,26-01-2028,positive,30,,,,,,
,,,,,cherish,27-01-2028,positive,70,,,,,,
,,,,,indifferent,28-01-2028,neutral,20,,,,,,
,,,,,want,29-01-2028,positive,70,,,,,,
,,,,,want,30-01-2028,positive,70,,,,,,
,,,,,dislike,31-01-2028,negative,10,,,,,,
,,,,,super love,01-02-2028,positive,75,,,,,,
,,,,,want,02-02-2028,positive,70,,,,,,
,,,,,dislike,03-02-2028,negative,10,,,,,,
,,,,,scared,04-02-2028,negative,15,,,,,,
,,,,,disgust,05-02-2028,negative,0,,,,,,
,,,,,indifferent,06-02-2028,neutral,20,,,,,,
,,,,,adore,07-02-2028,positive,72,,,,,,
,,,,,intrigued,08-02-2028,positive,45,,,,,,
,,,,,super love,09-02-2028,positive,75,,,,,,
,,,,,worried,10-02-2028,negative,12,,,,,,
,,,,,like,11-02-2028,positive,50,,,,,,
,,,,,super love,12-02-2028,positive,75,,,,,,
,,,,,indifferent,13-02-2028,neutral,20,,,,,,
,,,,,peeking,14-02-2028,neutral,35,,,,,,
,,,,,intrigued,15-02-2028,positive,45,,,,,,
,,,,,scared,16-02-2028,negative,15,,,,,,
,,,,,dislike,17-02-2028,negative,10,,,,,,
,,,,,intrigued,18-02-2028,positive,45,,,,,,
,,,,,peeking,19-02-2028,neutral,35,,,,,,
,,,,,intrigued,20-02-2028,positive,45,,,,,,
,,,,,like,21-02-2028,positive,50,,,,,,
,,,,,hate,22-02-2028,negative,5,,,,,,
,,,,,adore,23-02-2028,positive,72,,,,,,
,,,,,hate,24-02-2028,negative,5,,,,,,
,,,,,love,25-02-2028,positive,65,,,,,,
,,,,,indifferent,26-02-2028,neutral,20,,,,,,
,,,,,indifferent,27-02-2028,neutral,20,,,,,,
,,,,,hate,28-02-2028,negative,5,,,,,,
,,,,,like,29-02-2028,positive,50,,,,,,
,,,,,intrigued,01-03-2028,positive,45,,,,,,
,,,,,intrigued,02-03-2028,positive,45,,,,,,
,,,,,disgust,03-03-2028,negative,0,,,,,,
,,,,,love,04-03-2028,positive,65,,,,,,
,,,,,like,05-03-2028,positive,50,,,,,,
,,,,,dislike,06-03-2028,negative,10,,,,,,
,,,,,adore,07-03-2028,positive,72,,,,,,
,,,,,heart,08-03-2028,positive,60,,,,,,
,,,,,adore,09-03-2028,positive,72,,,,,,
,,,,,indifferent,10-03-2028,neutral,20,,,,,,
,,,,,love,11-03-2028,positive,65,,,,,,
,,,,,hate,12-03-2028,negative,5,,,,,,
,,,,,cherish,13-03-2028,positive,70,,,,,,
,,,,,heart,14-03-2028,positive,60,,,,,,
,,,,,dislike,15-03-2028,negative,10,,,,,,
,,,,,love,16-03-2028,positive,65,,,,,,
,,,,,intrigued,17-03-2028,positive,45,,,,,,
,,,,,cherish,18-03-2028,positive,70,,,,,,
,,,,,heart,19-03-2028,positive,60,,,,,,
,,,,,dislike,20-03-2028,negative,10,,,,,,
,,,,,disgust,21-03-2028,negative,0,,,,,,
,,,,,indifferent,22-03-2028,neutral,20,,,,,,
,,,,,super love,23-03-2028,positive,75,,,,,,
,,,,,want,24-03-2028,positive,70,,,,,,
,,,,,disgust,25-03-2028,negative,0,,,,,,
,,,,,super love,26-03-2028,positive,75,,,,,,
,,,,,adore,27-03-2028,positive,72,,,,,,
,,,,,cherish,28-03-2028,positive,70,,,,,,
,,,,,want,29-03-2028,positive,70,,,,,,
,,,,,want,30-03-2028,positive,70,,,,,,
,,,,,love,31-03-2028,positive,65,,,,,,
,,,,,worried,01-04-2028,negative,12,,,,,,
,,,,,worried,02-04-2028,negative,12,,,,,,
,,,,,scared,03-04-2028,negative,15,,,,,,
,,,,,like,04-04-2028,positive,50,,,,,,
,,,,,dislike,05-04-2028,negative,10,,,,,,
,,,,,dislike,06-04-2028,negative,10,,,,,,
,,,,,worried,07-04-2028,negative,12,,,,,,
,,,,,love,08-04-2028,positive,65,,,,,,
,,,,,intrigued,09-04-2028,positive,45,,,,,,
,,,,,scared,10-04-2028,negative,15,,,,,,
,,,,,super love,11-04-2028,positive,75,,,,,,
,,,,,scared,12-04-2028,negative,15,,,,,,
,,,,,like,13-04-2028,positive,50,,,,,,
,,,,,intrigued,14-04-2028,positive,45,,,,,,
,,,,,scared,15-04-2028,negative,15,,,,,,
,,,,,interested,16-04-2028,positive,30,,,,,,
,,,,,heart,17-04-2028,positive,60,,,,,,
,,,,,like,18-04-2028,positive,50,,,,,,
,,,,,cherish,19-04-2028,positive,70,,,,,,
,,,,,interested,20-04-2028,positive,30,,,,,,
,,,,,hate,21-04-2028,negative,5,,,,,,
,,,,,dislike,22-04-2028,negative,10,,,,,,
,,,,,dislike,23-04-2028,negative,10,,,,,,
,,,,,want,24-04-2028,positive,70,,,,,,
,,,,,want,25-04-2028,positive,70,,,,,,
,,,,,scared,26-04-2028,negative,15,,,,,,
,,,,,cherish,27-04-2028,positive,70,,,,,,
